scientificName	nuccoreAcc	taxid
Borreliella afzelii	CP002947	29518
Borreliella afzelii	CP009066	29518
Candidatus Accumulibacter phosphatis	CP001716	327160
Candidatus Accumulibacter phosphatis	CP001718	327160
Candidatus Accumulibacter phosphatis	CP001717	327160
Shewanella sp. ANA-3	CP000470	94122
Leclercia	CP042507	83654
Leclercia	CP042495	83654
Leclercia	CP026170	83654
Leclercia	CP035380	83654
Brevirhabdus pacifica	CP019125	1267768
Brevirhabdus pacifica	CP019130	1267768
Roseivivax sp. THAF40	CP045364	2587858
Phaeobacter inhibens	CP010627	221822
Roseivivax	CP045362	93682
Roseivivax sp. THAF197b	CP045321	2588299
Rhodobacteraceae bacterium	CP021115	1904441
Thioclava nitratireducens	CP019439	1915078
Roseovarius indicus	CP031601	540747
Brevirhabdus pacifica	CP019126	1267768
Octadecabacter sp. SW4	CP042820	2602067
Sulfitobacter pseudonitzschiae	CP022422	1402135
Sulfitobacter sp. D7	CP020696	1968541
Confluentimicrobium sp. EMB200-NS6	CP010871	1609966
Marinobacter adhaerens	CP001980	1033846
Staphylococcus aureus	CP042020	1280
Bacillus megaterium	CP009919	1404
Bacillus megaterium	CP032534	1404
Bacillus megaterium	CP032533	1404
Bacillus megaterium	CP001988	1404
Bacillus megaterium	CP018879	1404
Bacillus pseudofirmus	CP001879	79885
Bacillus pseudofirmus	CP001880	79885
Borreliella burgdorferi	CP001557	139
Borrelia mayonii	CP015793	1674146
Borreliella bissettii	CP002760	64897
Borreliella burgdorferi	CP001537	139
Borreliella burgdorferi	CP002230	139
Borreliella burgdorferi	CP019763	139
Borreliella afzelii	CP002949	29518
Borreliella garinii	CP001317	29519
Borreliella garinii	CP001301	29519
Borreliella bavariensis	CP028874	664662
Staphylococcus aureus	GQ900439	1280
Enterococcus faecium	CP033377	1352
Lactococcus raffinolactis	CP023393	1366
Lactococcus piscium	LN774771	1364
Lactococcus garvieae	KM007160	1363
Lactobacillus plantarum	CP035173	1590
Enterococcus durans	CP012368	53345
Listeria monocytogenes	CP014253	1639
Tetragenococcus	CP027784	51668
Tetragenococcus	CP027769	51668
Tetragenococcus koreensis	CP027787	290335
Lactococcus lactis	CP016736	1358
Enterococcus faecium	CP034945	1352
Enterococcus faecium	CP034947	1352
Lactococcus lactis	CP016722	1358
Lactococcus lactis	KX138410	1358
Carnobacterium inhibens	CP006813	147709
Lactococcus lactis	DQ149243	1358
Lactococcus lactis	CP016741	1358
Vagococcus teuberi	CP017268	519472
Enterococcus faecium	CP044267	1352
Vibrio sp. dhg	CP028945	2163016
Vibrio azureus	CP018618	512649
Advenella kashmirensis	CP003556	310575
Advenella mimigardefordensis	CP003916	302406
Staphylococcus	CP030247	1279
Staphylococcus	GQ900465	1279
Staphylococcus	AP019699	1279
Staphylococcus hominis	CP033731	1290
Staphylococcus	CP017465	1279
Staphylococcus	MK046688	1279
Staphylococcus	LN866850	1279
Staphylococcus epidermidis	CP033781	1282
Geobacillus	CP027305	129337
Geobacillus	AM886060	129337
Parageobacillus thermoglucosidasius	CP016624	1426
Geobacillus thermodenitrificans	CP000558	33940
Geobacillus thermodenitrificans	CP020031	33940
Geobacillus thermodenitrificans	CP017691	33940
Geobacillus thermodenitrificans	CP020032	33940
Lactococcus garvieae	HE650697	1363
Lactococcus lactis	CP003161	1358
Enterococcus faecalis	AP018540	1351
Enterococcus faecalis	CP028726	1351
Lactococcus lactis	CP002368	1358
Lactococcus lactis	CP043527	1358
Lactococcus lactis	CP016686	1358
Lactococcus lactis	CP016707	1358
Lactococcus lactis	DQ534432	1358
Lactococcus lactis	CP016702	1358
Lactococcus lactis	CP016699	1358
Lactococcus lactis	CP043526	1358
Lactococcus lactis	CP003133	1358
Lactococcus lactis	CP016729	1358
Lactococcus lactis	DQ149245	1358
Lactococcus lactis	CP016745	1358
Lactococcus lactis	CP003159	1358
Lactococcus lactis	HM197723	1358
Lactococcus lactis	CP016734	1358
Lactococcus lactis	CP016688	1358
Lactococcus lactis	AP018503	1358
Lactococcus lactis	FJ649478	1358
Lactococcus lactis	JN225497	1358
Lactococcus lactis	LT599052	1358
Lactococcus lactis	LT599053	1358
Lactococcus lactis	CP001835	1358
Lactococcus lactis	CP016726	1358
Lactococcus lactis	CP042409	1358
Salmonella	CP022036	590
Natranaerobius thermophilus	CP001036	375929
Cronobacter	CP000784	413496
Cronobacter	FN543095	413496
Leclercia sp. LSNIH3	CP026388	1920116
Salmonella enterica	CP045053	28901
Klebsiella pneumoniae	EU383016	573
Enterobacterales	CP045219	91347
Enterobacterales	CP035200	91347
Enterobacterales	CP026384	91347
Enterobacterales	AE017044	91347
Serratia marcescens	CP018922	615
Enterobacterales	CP022119	91347
Salmonella enterica	CP019191	28901
Escherichia coli	MH580300	562
Escherichia coli	CP019074	562
Enterobacteriaceae	CP045839	543
Enterobacteriaceae	CP010168	543
Escherichia coli	KC853434	562
Escherichia coli	KX518744	562
Phaeobacter inhibens	CP010616	221822
Aeromonas	EF495198	642
Enterobacterales	CP045559	91347
Enterobacterales	CP034849	91347
Klebsiella pneumoniae	KX434882	573
Enterobacterales	CP027855	91347
Klebsiella pneumoniae	CP035774	573
Acinetobacter baumannii	LR026973	470
Proteus mirabilis	KY433363	584
Leuconostoc	CP001754	1243
Leuconostoc	CP042395	1243
Leuconostoc mesenteroides	CP014604	1245
Weissella	CP033610	46255
Weissella	CP035269	46255
Lactobacillus	CP025138	1578
Lactobacillus	CP015129	1578
Lactobacillus	AP012172	1578
Lactobacillaceae	CP033887	33958
Lactobacillaceae	CP015921	33958
Lactobacillaceae	CP015968	33958
Weissella hellenica	CP042402	46256
Pediococcus pentosaceus	CP021473	1255
Weissella soli	CP042379	155866
Leuconostoc citreum	CP042415	33964
Methylobacterium sp. 4-46	CP000945	426117
Methylobacterium sp. 4-46	CP000944	426117
Shewanella baltica	CP000894	62322
Shewanella sp. SNU WT4	CP041152	2590015
Proteobacteria	CP009154	1224
Proteobacteria	CP039914	1224
Proteobacteria	EU315244	1224
Proteobacteria	MF495477	1224
Proteobacteria	CP020047	1224
Escherichia coli	CP022687	562
Edwardsiella ictaluri	KT937281	67780
Yersinia enterocolitica	FJ696405	630
Raoultella planticola	CP023881	575
Rahnella sp. WMR66	FN429027	657337
Pectobacterium carotovorum	CP034278	554
Salmonella enterica	CP039506	28901
Klebsiella sp. FDAARGOS_511	CP033826	2488567
Klebsiella pneumoniae	CP041098	573
Escherichia coli	FN649416	562
Leclercia adecarboxylata	CP040890	83655
Klebsiella variicola	CP023983	244366
Klebsiella michiganensis	CP035219	1134687
Dickeya fangzhongdai	CP025004	1778540
Acetobacter aceti	AF110140	435
Acetobacter pasteurianus	CP021513	438
Acetobacter ascendens	CP015166	481146
Acetobacter sp. B6	CP042811	2500548
Sphingomonadaceae	CP018225	41297
Sphingomonadaceae	CP034356	41297
Sphingobium sp. YBL2	CP010956	484429
Sphingobium baderi	CP013265	1332080
Sphingomonas	CP004037	13687
Sphingomonas	CP021182	13687
Sphingobium fuliginis	CP041018	336203
Sphingobium	CP002800	165695
Novosphingobium sp. ABRDHK2	CP039699	2571749
Sphingomonadaceae	AP017656	41297
Sphingomonadaceae	CP011450	41297
Sphingomonas koreensis	CP018821	93064
Novosphingobium resinovorum	CP017078	158500
Pannonibacter phragmitetus	CP013069	121719
Marinovum algicola	CP010864	42444
Aureimonas sp. AU20	CP006370	1349819
Francisella philomiragia	EU850813	28110
Francisella tularensis	AF121418	263
Vibrio coralliilyticus	JQ728484	190893
Carnobacterium sp. CP1	CP010819	1564681
Sphingobium cloacae	AP017657	120107
Sphingobium sp. MI1205	CP005191	407020
Sphingobium amiense	AP018665	135719
Sphingobium yanoikuyae	CP020926	13690
Erwinia pyrifoliae	FN392237	79967
Erwinia pyrifoliae	FN392236	79967
Lactobacillus	CP019735	1578
Lactobacillus	AB370337	1578
Lactobacillus	CP031175	1578
Lactobacillus	CP031170	1578
Buchnera aphidicola	AY546103	9
Buchnera aphidicola	AY438025	9
Buchnera aphidicola	LR025086	9
Bacillus thuringiensis	CP021066	1428
Bacillus thuringiensis	CP010097	1428
Bacillus thuringiensis	NC_005567	1428
Bacillus thuringiensis	AP014871	1428
Bacillus thuringiensis	CP001909	1428
Bacillus thuringiensis	CP010010	1428
Bacillus wiedmannii	CP024690	1890302
Rhizobium leguminosarum	CP001195	384
Sinorhizobium fredii	AY316746	380
Shewanella baltica	CP000564	62322
Salipiger profundus	CP014799	1229727
Salipiger profundus	CP014800	1229727
Haematobacter massiliensis	CP035509	195105
Haematobacter massiliensis	CP035508	195105
Haematobacter massiliensis	CP035506	195105
Ruegeria sp. PR1b	AF416330	185588
Rhodobacteraceae bacterium SH-1	CP043622	2605946
Phaeobacter	CP010611	302485
Rhodobacteraceae	CP010590	31989
Rhodobacteraceae	CP021042	31989
Rhodobacteraceae	CP010707	31989
Phaeobacter inhibens	CP010619	221822
Dinoroseobacter shibae	CP000833	215813
Dinoroseobacter shibae	CP000831	215813
Rhodobacteraceae	CP021916	31989
Rhodobacteraceae	CP014798	31989
Confluentimicrobium sp. EMB200-NS6	CP010870	1609966
Phaeobacter inhibens	CP010727	221822
Rhodobacteraceae bacterium	CP031590	1904441
Rhodobacteraceae bacterium SH-1	CP043619	2605946
Acinetobacter ursingii	AP018826	108980
Acinetobacter defluvii	CP029389	1871111
Anabaena sp. 90	CP003288	46234
Geminocystis sp. NIES-3709	AP014825	1617448
Lactobacillus reuteri	NC_001757	1598
Staphylococcus aureus	CP042127	1280
Staphylococcus aureus	CP042126	1280
Methylobacterium radiotolerans	CP001008	31998
Xanthomonas euvesicatoria	CP018464	456327
Burkholderia vietnamiensis	CP000620	60552
Xanthomonas oryzae	CP033195	347
Paraburkholderia	CP022994	1822464
Paraburkholderia	CP026110	1822464
Bacillus thuringiensis	CP003690	1428
Bacillus cereus	CP001180	1396
Bacillus sp. FDAARGOS_527	CP033793	2576356
Bacillus thuringiensis	CP004133	1428
Bacillus thuringiensis	CP017573	1428
Bacillus thuringiensis	CP009350	1428
Bacillus toyonensis	CP006864	155322
Bacillus cereus	CP029456	1396
Rhodococcus qingshengii	CP025961	334542
Rhodococcus sp. YL-1	CP017301	1045808
Rhodococcus sp. NJ-530	CP034154	2490853
Vibrio vulnificus	AP005352	672
Vibrio vulnificus	CP012741	672
Vibrio campbellii	CP021150	680
Enterococcus faecalis	AP018542	1351
Enterococcus faecalis	CP030046	1351
Weissella hellenica	CP033609	46256
Weissella jogaejeotgali	CP014333	1631871
Leuconostoc	DQ489737	1243
Leuconostoc	JN106352	1243
Weissella cibaria	CP035268	137591
Weissella cibaria	CP012874	137591
Weissella cibaria	CP013935	137591
Weissella cibaria	CP041194	137591
Buchnera aphidicola	CP002649	9
Buchnera aphidicola	CP034865	9
Buchnera aphidicola	AP001071	9
Buchnera aphidicola	CP002646	9
Buchnera aphidicola	CP034892	9
Buchnera aphidicola	CP034868	9
Buchnera aphidicola	CP034856	9
Buchnera aphidicola	CP009254	9
Buchnera aphidicola	CP034889	9
Buchnera aphidicola	CP034895	9
Buchnera aphidicola	CP034898	9
Buchnera aphidicola	CP034886	9
Buchnera aphidicola	AF041836	9
Buchnera aphidicola	CP034859	9
Buchnera aphidicola	CP029162	9
Tsukamurella tyrosinosolvens	LR134466	57704
Paraoceanicella profunda	CP040821	2579971
Salinibacter ruber	CP030370	146919
Salinibacter ruber	CP030367	146919
Klebsiella michiganensis	CP029140	1134687
Klebsiella pneumoniae	CP023935	573
Klebsiella pneumoniae	CP030066	573
Klebsiella pneumoniae	CP012989	573
Enterobacter asburiae	CP011590	61645
Klebsiella pneumoniae	CP013712	573
Shigella flexneri	CP012732	623
Escherichia coli	CP035353	562
Escherichia coli	CP035335	562
Yersinia frederiksenii	JF937655	29484
Escherichia coli	KX528699	562
Escherichia coli	CP037908	562
Pantoea sp. PSNIH1	CP010325	1484158
Pantoea sp. PSNIH1	CP010326	1484158
Thioalkalivibrio sp. K90mix	CP001906	396595
Helicobacter pylori	HM125987	210
Helicobacter pylori	AF056496	210
Helicobacter pylori	KM583808	210
Helicobacter pylori	KM583810	210
Helicobacter pylori	AP017340	210
Helicobacter pylori	AY267368	210
Helicobacter pylori	KM583815	210
Helicobacter pylori	CP022410	210
Helicobacter pylori	KM583820	210
Helicobacter pylori	CP034312	210
Helicobacter pylori	AP011944	210
Achromobacter xylosoxidans	CP002289	85698
Achromobacter insolitus	CP026974	217204
Rubrobacter indicoceani	CP031116	2051957
Rubrobacter radiotolerans	CP007516	42256
Enterobacterales	CP029124	91347
Enterobacteriaceae	CP003996	543
Escherichia coli	CP025947	562
Enterobacteriaceae	CP032943	543
Gammaproteobacteria	MH674200	1236
Lactobacillus gallinarum	CP012892	52242
Lactobacillus gallinarum	CP012891	52242
Lactobacillus helveticus	CP015445	1587
Lactobacillus pentosus	KJ868088	1589
Lactobacillus backii	CP014898	375175
Lactobacillus farciminis	EU429343	1612
Lactobacillus curvatus	AP018704	28038
Lactobacillus plantarum	CP013170	1590
Lactobacillus plantarum	CP019714	1590
Lactobacillaceae	AB370334	33958
Lactobacillus plantarum	MG944248	1590
Rippkaea orientalis	CP001288	41431
Rippkaea orientalis	CP001702	395962
Escherichia coli	CP030113	562
Escherichia coli	CP041680	562
Enterobacteriaceae	AY028316	543
Escherichia coli	CP042592	562
Escherichia coli	AP010957	562
Escherichia coli	CP033763	562
Escherichia coli	CP032942	562
Enterobacteriaceae	HQ659758	543
Enterobacteriaceae	DQ286390	543
Enterobacteriaceae	CP019023	543
Escherichia coli	CP016042	562
Escherichia coli	AP019681	562
Enterobacterales	FJ228229	91347
Enterobacteriaceae	CP023979	543
Enterobacteriaceae	CP022066	543
Calditerrivibrio nitroreducens	CP002348	477976
Borrelia turcica	CP028885	229155
Candidatus Borrelia tachyglossi	CP025786	1964448
Xanthomonas	CP020978	338
Xanthomonas	AY228335	338
Xanthomonas	CP011161	338
Xanthomonas citri	CP011251	346
Xanthomonas citri	CP023157	346
Xanthomonas	CP017192	338
Xanthomonas	CP011162	338
Xanthomonas oryzae	KR071788	347
Xanthomonas oryzae	CP019227	347
Xanthomonas vasicola	CP034651	56459
Ralstonia solanacearum	FP885893	305
Rhodospirillum rubrum	CP000231	1085
Thalassococcus sp. S3	CP022305	2017482
Paenibacillus popilliae	DQ925488	78057
Paenibacillus popilliae	AB931111	78057
Lactococcus lactis	AF056207	1358
Staphylococcus sciuri	CP041884	1296
Staphylococcus sciuri	CP041918	1296
Staphylococcus equorum	CP013715	246432
Fusobacterium	AF159249	848
Fusobacterium nucleatum	CP007063	851
Fusobacterium nucleatum	CP013123	851
Roseomonas gilardii	CP015586	257708
Roseomonas sp. FDAARGOS_362	CP024586	2018065
Bacillus safensis	CP015609	561879
Bacillus subtilis	CP025942	1423
Bacillus paralicheniformis	CP043502	1648923
Bacillus licheniformis	CP035190	1402
Psychrobacter sp. DAB_AL109bw	JQ245702	1028409
Mycobacterium	CP000520	1763
Mycobacterium sp. JS623	CP003081	212767
Mycobacterium sp. YC-RL4	CP015597	1682113
Proteobacteria	CP034557	1224
Pantoea agglomerans	EU092237	549
Rahnella aquatilis	FN429026	34038
Rahnella aquatilis	FN429025	34038
Pectobacterium atrosepticum	FJ176937	29471
Rahnella sp. WMR114	FN429022	657335
Rahnella sp. WMR120	FN429024	657336
Rahnella sp. WMR114	FN429023	657335
Borrelia miyamotoi	CP036586	47466
Borrelia miyamotoi	CP044798	47466
Borrelia miyamotoi	CP037076	47466
Borrelia miyamotoi	CP037273	47466
Klebsiella variicola	CP020849	244366
Enterobacteriaceae	CP006924	543
Enterobacteriaceae	AY424310	543
Enterobacteriaceae	AP014807	543
Escherichia coli	LT985230	562
Enterobacteriaceae	CP022068	543
Klebsiella oxytoca	CP011627	571
Escherichia coli	LT985233	562
Citrobacter freundii	CP016765	546
Citrobacter freundii	KX064436	546
Yersinia massiliensis	CP028488	419257
Erwinia tasmaniensis	CU468133	338565
Bacillus thuringiensis	CP003757	1428
Bacillus thuringiensis	CP002178	1428
Bacillus thuringiensis	CP004871	1428
Bacillus	AP007211	55087
Bacillus	CP033790	55087
Bacillus mycoides	CP020750	1405
Bacillus cereus	CP009589	1396
Bacillus cereus	CP020939	1396
Bacillus mycoides	CP031073	1405
Clostridium tetani	AF528097	1513
Clostridium tetani	HG530136	1513
Aureimonas sp. AU20	CP006371	1349819
Aureimonas sp. AU20	CP006372	1349819
Aureimonas sp. AU20	CP006374	1349819
Clostridium pasteurianum	CP003262	1501
Clostridium acetobutylicum	AE001438	1488
Clostridium estertheticum	CP015757	238834
Klebsiella pneumoniae	CP039978	573
Klebsiella pneumoniae	CP006921	573
Shigella	CP000640	620
Shigella sonnei	CP019694	624
Borrelia miyamotoi	CP037501	47466
Borrelia miyamotoi	CP024343	47466
Borrelia miyamotoi	CP017134	47466
Borrelia miyamotoi	CP017132	47466
Borrelia miyamotoi	CP024388	47466
Borrelia miyamotoi	CP037280	47466
Bartonella tribocorum	EU595645	85701
Bartonella	CP042964	773
Bartonella	CP042965	773
Aeromonas salmonicida	AY301065	645
Aeromonas hydrophila	CP013180	644
Aeromonas salmonicida	KT781681	645
Aeromonas sobria	MF770240	646
Aeromonas salmonicida	KT334398	645
Mycobacterium avium	CP040251	1764
Mycobacterium avium	CP036221	1764
Mycobacterium avium	CP029334	1764
Mycobacterium chimaera	CP012887	222805
Streptomyces hygroscopicus	CP003276	1912
Streptomyces sp. ETH9427	CP029625	2211357
Streptomyces sp. RLB1-9	CP041652	2594454
Streptomyces avermitilis	AP017380	33903
Enterococcus faecium	EU370687	1352
Streptococcus thermophilus	MF807214	1308
Streptococcus thermophilus	CP000421	1308
Streptococcus thermophilus	AF177168	1308
Streptococcus thermophilus	AY250830	1308
Streptococcus thermophilus	KU574030	1308
Streptococcus thermophilus	NC_005098	1308
Borrelia hermsii	CP014823	140
Borrelia hermsii	CP000277	140
Rhizobium etli	CP000135	29449
Rhizobium	CP013512	379
Rhizobium leguminosarum	CP001626	384
Rhizobium leguminosarum	CP018233	384
Rhizobium leguminosarum	CP022569	384
Rhizobium leguminosarum	CP016293	384
Rhizobium leguminosarum	AM236083	384
Rhizobium leguminosarum	CP007050	384
Rhizobium leguminosarum	CP025016	384
Rhizobium leguminosarum	CP001194	384
Rhizobium sp. CIAT894	CP020948	2020312
Enterococcus faecalis	CP028836	1351
Enterococcus faecalis	KX579977	1351
Enterococcus faecalis	LC499744	1351
Enterococcus faecalis	KY513281	1351
Enterococcus faecalis	CP022484	1351
Streptococcus gallolyticus	FR824044	315405
Pasteurellaceae	AY359464	712
Streptococcus agalactiae	M29725	1311
Arcobacter cibarius	CP043858	255507
Borrelia miyamotoi	CP044646	47466
Borrelia miyamotoi	CP044820	47466
Borrelia miyamotoi	CP044662	47466
Bacillus mycoides	CP009690	1405
Bacillus mycoides	AJ871638	1405
Bacillus thuringiensis	EU362917	1428
Bacillus cereus	CP012485	1396
Bacillus thuringiensis	CP009345	1428
Bacillus thuringiensis	CP012105	1428
Bacillus cereus	CP012484	1396
Bacillus mycoides	AJ871637	1405
Bacillus cereus	CP003189	1396
Bacillus cereus	CP015729	1396
Bacillus anthracis	CP031645	1392
Bacillus toyonensis	CP006865	155322
Bacillus sp. FDAARGOS_527	CP033792	2576356
Bacillus cereus	CP001168	1396
Bacillus cereus	CP001286	1396
Bacillus cereus	CP000043	1396
Bacillus thuringiensis	CP013281	1428
Paenibacillus sp. IHB B 3084	CP013205	867076
Paenibacillus sp. IHB B 3084	CP013209	867076
Pseudanabaena sp. PCC 7367	CP003593	82654
Rhodococcus sp. S2-17	CP021357	1990687
Rhodococcus opacus	CP009113	37919
Borreliella burgdorferi	CP001210	139
Borreliella burgdorferi	CP019923	139
Borreliella burgdorferi	CP001423	139
Borreliella burgdorferi	CP001456	139
Borreliella burgdorferi	CP002265	139
Borreliella garinii	AY100633	29519
Legionella pneumophila	CP003886	446
Francisella tularensis	KF640086	263
Francisella tularensis	CP010104	263
Francisella hispaniensis	CP018094	622488
Zymomonas mobilis	CP001725	542
Bacillus thuringiensis	CP003688	1428
Bacillus thuringiensis	CP020004	1428
Bacillus thuringiensis	CP010108	1428
Acinetobacter	MF078634	469
Aquifex aeolicus	AE000667	63363
Vibrio cholerae	DQ787204	666
Spongiibacter sp. IMCC21906	CP011478	1620392
Borrelia turicatae	CP015635	142
Borrelia turicatae	CP015632	142
Borrelia turicatae	CP015634	142
Borrelia turicatae	CP019369	142
Borrelia turicatae	CP015636	142
Borrelia turicatae	CP019368	142
Borrelia turicatae	CP019365	142
Borrelia turicatae	CP019366	142
Bacillus cereus	CP003750	1396
Bacillus cereus	CP015591	1396
Aeromonas caviae	LT635662	648
Burkholderia glumae	DQ996271	337
Burkholderia glumae	DQ996270	337
Acinetobacter	CP031712	469
Acinetobacter	CP043310	469
Acinetobacter sp. WCHA55	CP032282	2004646
Acinetobacter lwoffii	CP032104	28090
Acinetobacter	CP032103	469
Acinetobacter	CP032272	469
Acinetobacter	CP042368	469
Acinetobacter baumannii	CP042561	470
Bradyrhizobium diazoefficiens	AP014686	1355477
Bradyrhizobium diazoefficiens	AP014688	1355477
Bradyrhizobium diazoefficiens	AP014659	1355477
Bradyrhizobium diazoefficiens	AP014687	1355477
Nitrobacter hamburgensis	CP000322	912
Nitrobacter hamburgensis	CP000320	912
Legionella	CP016031	445
Legionella	CP025492	445
Roseobacter litoralis	CP002625	42443
Sulfitobacter sp. AM1-D1	CP018078	1917485
Sulfitobacter sp. SK025	CP025811	1389011
Paraoceanicella profunda	CP040823	2579971
Confluentimicrobium sp. EMB200-NS6	CP010872	1609966
Celeribacter manganoxidans	CP021406	1411902
Antarctobacter heliothermus	CP022541	74033
Paracoccus yeei	KM659097	147645
Rhodopseudomonas palustris	BX571964	1076
Streptomyces sp. F11	AY943952	319318
Streptomyces tsukubensis	CP020702	83656
Streptomyces sp. 11-1-2	CP022546	1851167
Mycobacterium avium	AP020327	1764
Mycobacterium sp. MS1601	CP019421	1936029
Sphingobium fuliginis	JX312671	336203
Sphingobium fuliginis	CP041021	336203
Sphingomonas sp. MM-1	CP004039	745310
Sphingobium	AP010806	165695
Sphingobium	CP005088	165695
Sphingobium	CP013268	165695
Novosphingobium sp. ABRDHK2	CP039698	2571749
Escherichia coli	CP002733	562
Escherichia marmotae	CP025981	1499973
Escherichia marmotae	CP025980	1499973
Escherichia albertii	CP024288	208962
Pseudomonas monteilii	CP022563	76759
Pseudomonas putida	KY270855	303
Pseudomonas putida	HM626202	303
Pseudomonas putida	CP039372	303
Streptococcus pneumoniae	AF047385	1313
Streptococcus pseudopneumoniae	CP002926	257758
Streptococcus suis	CP017089	1307
Tsukamurella tyrosinosolvens	LR134464	57704
Streptomyces albogriseolus	CP042595	1887
Blattabacterium sp. (Mastotermes darwiniensis)	CP003095	39768
Blattabacterium	CP003536	34098
Blattabacterium	CP003016	34098
Blattabacterium	CP029845	34098
Blattabacterium	CP029821	34098
Blattabacterium	CP001430	34098
Blattabacterium	CP003606	34098
Blattabacterium sp. (Nauphoeta cinerea)	CP005489	1316444
Blattabacterium sp. (Blattella germanica)	CP002849	624186
Pseudomonas migulae	JX891462	78543
Pseudomonas stutzeri	CP007510	316
Pseudomonas veronii	CP039632	76761
Escherichia coli	CP035346	562
Shewanella baltica	CP000566	62322
Pseudomonas chlororaphis	CP011111	587753
Paraclostridium bifermentans	CP032453	1490
Brevirhabdus pacifica	CP019131	1267768
Antarctobacter heliothermus	CP022543	74033
Enterobacter roggenkampii	CP017185	1812935
Enterobacter cloacae	CP017473	550
Enterobacter	AP019635	547
Enterobacter cloacae complex sp.	LC467982	2027919
Enterobacter cloacae	CP033469	550
Acidithiobacillus caldus	CP002575	33059
Gammaproteobacteria	MF925338	1236
Gammaproteobacteria	CP026401	1236
Rippkaea orientalis	CP001290	41431
Rippkaea orientalis	CP001703	395962
Paeniclostridium sordellii	LN681235	1505
Paeniclostridium sordellii	LN681232	1505
Paeniclostridium sordellii	MG205643	1505
Bacillus coagulans	EF015591	1398
Lactococcus lactis	AF243383	1358
Lactococcus lactis	CP043518	1358
Lactococcus lactis	JN172911	1358
Streptococcus thermophilus	AF177167	1308
Lactococcus lactis	CP016742	1358
Lactococcus lactis	KF278750	1358
Clostridium perfringens	CP019569	1502
Clostridium perfringens	AB736082	1502
Clostridium perfringens	CP013038	1502
Clostridium perfringens	MK275624	1502
Clostridium perfringens	AB189671	1502
Clostridium perfringens	CP023411	1502
Clostridium perfringens	MK275625	1502
Clostridium perfringens	M32882	1502
Clostridium perfringens	CP000314	1502
Rahnella aquatilis	CP003246	34038
Yersinia pestis	CP002179	632
Yersinia pestis	CP002181	632
Sinorhizobium fredii	CP003568	380
Sinorhizobium fredii	HE616893	380
Sinorhizobium fredii	CP003567	380
Sinorhizobium fredii	CP029235	380
Serratia marcescens	LT575491	615
Serratia marcescens	CP027301	615
Serratia marcescens	HQ896493	615
Serratia marcescens	AP019010	615
Serratia marcescens	CP041128	615
Serratia liquefaciens	CP033894	614
Serratia sp. SCBI	CP003425	488142
Serratia marcescens	CP041133	615
Serratia marcescens	CP013047	615
Acinetobacter cumulans	CP035941	2136182
Acinetobacter pittii	CP033523	48296
Acinetobacter defluvii	CP029394	1871111
Acinetobacter baumannii	CP042564	470
Acinetobacter johnsonii	CP010352	40214
Acinetobacter sp. WCHAc010034	CP032269	1879049
Sphingobium hydrophobicum	CP022747	1673076
Sphingobium hydrophobicum	CP022749	1673076
Sphingomonas wittichii	CP000700	160791
Sphingobium hydrophobicum	CP022748	1673076
Borrelia miyamotoi	CP036772	47466
Borrelia miyamotoi	CP036605	47466
Borrelia miyamotoi	CP036582	47466
Borrelia miyamotoi	CP036568	47466
Borrelia miyamotoi	CP036739	47466
Neisseria lactamica	DQ229165	486
Aminobacter sp. MSH1	CP026267	374606
Bosea sp. F3-2	CP042333	2599640
Acinetobacter baumannii	CP035050	470
Acinetobacter baumannii	CP042560	470
Acinetobacter baumannii	CP044358	470
Acinetobacter baumannii	CP042208	470
Acinetobacter baumannii	KY984045	470
Acinetobacter baumannii	CP033871	470
Acinetobacter baumannii	CP033751	470
Acinetobacter radioresistens	AP019745	40216
Acinetobacter	CP032120	469
Acinetobacter	JX101644	469
Acinetobacter schindleri	CP015621	108981
Acinetobacter lwoffii	CP032106	28090
Acinetobacter lwoffii	CP032122	28090
Acinetobacter baumannii	LN865144	470
Acinetobacter lwoffii	CP019152	28090
Acinetobacter schindleri	CP030757	108981
Tsukamurella tyrosinosolvens	LR134446	57704
Hymenobacter sp. PAMC 26628	CP014303	1484118
Bacillus megaterium	CP001984	1404
Lactococcus lactis	JQ821355	1358
Lactococcus lactis	CP016717	1358
Lactococcus lactis	DQ011112	1358
Rhodobacteraceae	CP004398	31989
Rhodobacteraceae	CP045397	31989
Phaeobacter inhibens	CP010628	221822
Sulfitobacter sp. SK025	CP025814	1389011
Phaeobacter inhibens	CP010704	221822
Bacillus	CP010109	55087
Bacillus	CP015728	55087
Bacillus cereus	CP029457	1396
Bacillus anthracis	CP031644	1392
Bacillus thuringiensis	CP032612	1428
Bacillus mycoides	CP000907	1405
Proteobacteria	AP018350	1224
Proteobacteria	AM901564	1224
Escherichia coli	AB182370	562
Hirschia baltica	CP001679	2724
Deinococcus grandis	AP021851	57498
Deinococcus grandis	AP021850	57498
Deinococcus actinosclerus	CP029776	1768108
Acidiphilium cryptum	CP000690	524
Acidiphilium cryptum	CP000689	524
Acidiphilium cryptum	CP000691	524
Acidiphilium multivorum	AP012036	62140
Acidiphilium multivorum	AP012038	62140
Acidiphilium multivorum	AP012037	62140
Acidiphilium multivorum	AP012039	62140
Acidiphilium multivorum	AP012041	62140
Acidisarcina polymorpha	CP030843	2211140
Acidisarcina polymorpha	CP030844	2211140
